"post","created","man"
"My man looks like he is arguing that as a sovereign citizen he does not have to leave the Playland ballpit",2026-07-23 18:30:19.243,"Stephen Miller"
"My man looks like a chimpanzee with alopecia",2026-07-23 18:30:47.991,"Stephen Miller"
"My man looks like he does historical reenactments of the Triangle Shirtwaist Fire",2026-07-23 18:31:10.331,"Stephen Miller"
"My man looks like he pushed his college to create an Afrikaner Studies major",2026-07-23 19:54:30.362,"Stephen Miller"
"My man looks like he takes his coffee with extra lard",2026-07-23 19:54:46.837,"Stephen Miller"
"My man looks like gardeners get rid of him with salt",2026-07-23 19:55:44.421,"Stephen Miller"
"My man looks like he performs as MC Hammer Toe",2026-07-23 19:56:25.95,"Stephen Miller"
"My man looks like he has a punch card for a crematorium",2026-07-23 19:59:06.699,"Stephen Miller"
"My man looks like a marionette from a Twilight Zone episode",2026-07-23 20:00:36.87,"Stephen Miller"
"My man looks like he's failing the Voight-Kampff test",2026-07-23 20:01:44.453,"Stephen Miller"
"My man looks like a Lord of the Rings elf named Metamucil",2026-07-23 20:02:47.768,"Stephen Miller"
"My man looks like he's been giving himself electroshock treatments",2026-07-23 20:03:29.661,"Stephen Miller"
"My man looks like he just proudly delivered a dead bluejay to your doorstep",2026-07-23 20:04:11.007,"Stephen Miller"
"My man looks like he reported a neighbor for suspicion of popishness",2026-07-23 20:08:11.429,"Stephen Miller"
"My man looks like he subsists on a special kind of kibble prescribed by his vet",2026-07-23 20:08:53.123,"Stephen Miller"
"My man looks like he practices karate in the nude",2026-07-23 20:10:08.421,"Stephen Miller"
"My man looks like he wrote a letter to the editor arguing that St. Patrick's Day violates the spirit of ""America First""",2026-07-23 20:11:02.819,"Stephen Miller"
"My man looks like he has a riding lawnmower that rolls coal",2026-07-23 20:13:15.888,"Stephen Miller"
"My man looks like he made a juror vomit",2026-07-23 20:14:09.125,"Stephen Miller"
"My man looks like he's narrating a film strip about polyps",2026-07-23 20:14:38.795,"Stephen Miller"
"My man looks like a ballpark frank became a coke dealer",2026-07-23 20:15:31.277,"Stephen Miller"
"My man looks like he wrote an unsolicited Consumer Reports piece rating the cuck chairs",2026-07-23 21:01:16.155,"Stephen Miller"
"My man looks like he moderates r/ageofconsentlaws",2026-07-23 21:02:01.976,"Stephen Miller"
"My man looks like he asked a third grade teacher how come there weren't any books about Encyclopedia White?",2026-07-23 21:02:33.372,"Stephen Miller"
"My man looks like he goes on Yelp to give every Mexican restaurant the same one-star review: ""Too Mexican.""",2026-07-23 21:03:21.106,"Stephen Miller"
"My man looks like a T-1000 decided the surest way to kill his target was by boring them to death",2026-07-23 21:08:52.628,"Stephen Miller"
"My man looks like Imhotep went to Macy's for a makeover",2026-07-23 21:10:30.004,"Stephen Miller"
"My man looks like he misused the Substance",2026-07-23 21:11:14.349,"Stephen Miller"
"My man looks like he used his dying words to urge Quaid to start the Martian reactor",2026-07-23 21:12:42.975,"Stephen Miller"
"My man looks like he had a life of celibacy thrust upon him",2026-07-23 21:13:12.799,"Stephen Miller"
"My man looks like a Chucky Doll entered a corporate trainee program",2026-07-23 21:13:30.882,"Stephen Miller"
"My man looks like he's ordered his guards to bring him Flash Gordon",2026-07-23 21:43:28.982,"Stephen Miller"
"My man looks like the alien ambassador from Mars Attacks!",2026-07-23 21:43:44.695,"Stephen Miller"
"My man looks like a precocious child used doll's clothes to dress up some string cheese",2026-07-23 21:46:12.782,"Stephen Miller"
"My man looks like, by Grabthar's hammer, he will avenge you",2026-07-23 21:47:34.273,"Stephen Miller"
"My man looks like Curly Howard trying to stage Death of a Salesman",2026-07-23 22:09:37.139,"Stephen Miller"
"My man looks like three Verne Troyers stacked on top of each other",2026-07-23 22:12:05.284,"Stephen Miller"
"My man looks like he's dragging a slice of pizza down a subway tunnel",2026-07-23 22:13:41.026,"Stephen Miller"
"My man looks like he's offended you said ""C.H.U.D."" because that's his people's word, not yours",2026-07-23 22:14:42.539,"Stephen Miller"
"My man looks like the unanimous first choice to be voted off Survivor",2026-07-23 22:15:21.425,"Stephen Miller"
"My man looks like he was officially detained at the airport for ""bad vibes""",2026-07-23 22:20:11.592,"Stephen Miller"
"My man looks like he has a briefcase full of loose sauerkraut",2026-07-23 23:26:08.904,"Stephen Miller"
"My man looks like he was sentenced to the Phantom Zone",2026-07-23 23:27:01.994,"Stephen Miller"
"My man looks like he still calls them ""freedom fries""",2026-07-23 23:27:53.773,"Stephen Miller"
"My man looks like a Nerf baseball bat that was recalled after complaints about its odor",2026-07-23 23:28:34.786,"Stephen Miller"
"My man looks like a Larry David Pez dispenser",2026-07-23 23:30:35.233,"Stephen Miller"
"My man looks like he's inescapably drawn to the Pied Piper",2026-07-23 23:39:05.514,"Stephen Miller"
"My man looks like he's asking when everyone started covering their drinks with coasters",2026-07-23 23:39:32.834,"Stephen Miller"
"My man looks like he hisses at sunlight",2026-07-23 23:42:34.903,"Stephen Miller"
"My man looks like something your dermatologist wants to have biopsied",2026-07-23 23:43:13.221,"Stephen Miller"
"My man looks like he wants you to smell this damp handkerchief for no real reason",2026-07-23 23:45:26.27,"Stephen Miller"
"My man looks like an Elf on the Shelf who snitches to ICE",2026-07-24 00:08:27.313,"Stephen Miller"
"My man looks like Mr. Met if he vandalized synagogues",2026-07-24 00:10:07.391,"Stephen Miller"
"My man looks like an arsonist who only targets Little Lending Libraries",2026-07-24 00:11:58.486,"Stephen Miller"
"My man looks like a bridge troll who demands exact change",2026-07-24 00:14:02.09,"Stephen Miller"
"My man looks like a supe on The Boys named Ball Sack",2026-07-24 00:15:46.808,"Stephen Miller"
"My man looks like an actor portraying Mr. Pancreas in a health class videotape",2026-07-24 00:19:40.157,"Stephen Miller"
"My man looks like Cypher asked the Matrix to make him the manager of an Applebee's",2026-07-24 00:25:10.79,"Stephen Miller"
"My man looks like his staffers call him Jean-Luc Dickard",2026-07-24 00:25:52.972,"Stephen Miller"
"My man looks like the antagonist in a Gumby claymation short",2026-07-24 00:26:37.708,"Stephen Miller"
"My man looks like he owns a rubber stamp that says FIND HIM AND KILL HIM",2026-07-24 00:29:59.861,"Stephen Miller"
"My man looks like a character DeNiro punches in the throat",2026-07-24 00:37:50.52,"Stephen Miller"
"My man looks like a turkey baster giving a commencement address",2026-07-24 00:39:48.328,"Stephen Miller"
"My man looks like someone tried to draw Bruce Willis from memory",2026-07-24 00:55:48.221,"Stephen Miller"
"My man looks like he fences stolen wheelchairs",2026-07-24 00:57:01.89,"Stephen Miller"
"My man looks like he's complaining to a waiter that there's only one fly in his soup",2026-07-24 01:16:49.024,"Stephen Miller"
"My man looks like an ad firm was asked to provide a modern take on Count Chocula",2026-07-24 15:06:23.857,"Stephen Miller"
"My man looks like an aspiring pool hustler who calls himself The Beefaroni Kid",2026-07-24 15:06:54.132,"Stephen Miller"
"My man looks like he's plotting against Sherlock Holmes",2026-07-24 15:07:38.816,"Stephen Miller"
"My man looks like a supervillain whose origin story took place at a spelling bee",2026-07-24 15:08:02.826,"Stephen Miller"
"My man looks like he's asked an animal hospital if they let people watch them put dogs down",2026-07-24 15:08:53.488,"Stephen Miller"
"My man looks like he cuddles an Ayn Rand body pillow",2026-07-24 15:13:21.515,"Stephen Miller"
"My man looks like he's going to lead a performance of The Time Warp",2026-07-24 15:15:13.891,"Stephen Miller"
"My man looks like a Dick Tracy villain named Eraserhead",2026-07-24 15:16:51.879,"Stephen Miller"
"My man looks like a chew toy the dog refuses to touch",2026-07-24 19:08:02.821,"Stephen Miller"
"My man looks like he's returned with the brain of one ""Abby Normal""",2026-07-24 19:08:37.861,"Stephen Miller"
"My man looks like he knows far too much about your town's sewer system",2026-07-24 19:09:21.128,"Stephen Miller"
"My man looks like a popsicle made of transmission fluid",2026-07-24 19:11:19.152,"Stephen Miller"
"My man looks like he has an egg sac",2026-07-24 19:12:08.553,"Stephen Miller"
"My man looks like he shakes his head ruefully when he hears the phrase ""Harlem Renaissance""",2026-07-24 19:12:35.481,"Stephen Miller"
"My man looks like he crafts surprisingly racist scrimshaw",2026-07-24 19:13:05.136,"Stephen Miller"
"My man looks like a jellyfish consigliere",2026-07-24 19:15:56.376,"Stephen Miller"
"My man looks like he knows where to find the freshest corpses in town",2026-07-24 19:16:39.88,"Stephen Miller"
"My man looks like he smells like a mixture of sulphur and microwaved Hot Pockets",2026-07-24 19:17:57.999,"Stephen Miller"
"My man looks like he's returned to warn his old partner Ebenezer Scrooge",2026-07-24 19:19:56.496,"Stephen Miller"
"My man looks like he rides the wasteland for Lord Humungus",2026-07-24 19:20:53.033,"Stephen Miller"
"My man looks like a sea lion who sea lions",2026-07-24 19:22:29.084,"Stephen Miller"
"My man looks like he runs a Substack that rates the hotness of Wehrmacht officers",2026-07-24 19:23:16.282,"Stephen Miller"
"My man looks like he says ""diversity"" with a hard R",2026-07-24 19:23:59.607,"Stephen Miller"
"My man looks like a Conehead trying to pass",2026-07-24 19:29:20.306,"Stephen Miller"
"My man looks like a Tylenol presenting an earnings report",2026-07-24 19:31:25.688,"Stephen Miller"
"My man looks like the final figure in a Russian nesting doll",2026-07-24 19:34:34.552,"Stephen Miller"
"My man looks like one of the earplugs they give out on a flight",2026-07-24 19:35:16.599,"Stephen Miller"
"My man looks like the missing link sausage",2026-07-24 19:41:18.274,"Stephen Miller"
"My man looks like a Roman deity named Phallus",2026-07-24 19:42:44.157,"Stephen Miller"
"My man looks like Clarence Boddicker went into accounting",2026-07-24 19:49:00.818,"Stephen Miller"
"My man looks like he's telling you a boy's best friend is his mother",2026-07-24 19:49:45.685,"Stephen Miller"
"My man looks like a discarded DC Comics villain named Dorkseid",2026-07-24 19:50:19.543,"Stephen Miller"
"My man looks like he's starring in a Disney+ show called ""Young Palpatine""",2026-07-24 19:51:14.081,"Stephen Miller"
"My man looks like he works for Calvin Candie",2026-07-24 19:53:38.218,"Stephen Miller"
"My man looks like an Avengers foe named Dulltron",2026-07-24 19:53:50.497,"Stephen Miller"
"My man looks like a photo negative of the Candyman",2026-07-24 19:57:56.86,"Stephen Miller"
"My man looks like a stale eclair filled with hemorrhoid cream",2026-07-24 20:01:16.285,"Stephen Miller"
"My man looks like he staged a hunger strike when they cast a black actress as the Little Mermaid",2026-07-24 20:03:39.69,"Stephen Miller"
"My man looks like he's puzzled by all the offers of breath mints",2026-07-24 20:04:40.2,"Stephen Miller"
"My man looks like he may induce feelings of dizziness and nausea",2026-07-24 20:06:02.668,"Stephen Miller"
"My man looks like Piglet explaining the Great Replacement Theory",2026-07-24 20:12:42.995,"Stephen Miller"
"My man looks like Yertle the Turtle at a cross burning",2026-07-24 20:15:28.028,"Stephen Miller"
"My man looks like he's required by federal law to introduce himself to all his neighbors",2026-07-24 20:17:34.092,"Stephen Miller"
"My man looks like a bigoted Twinkie",2026-07-24 20:17:54.55,"Stephen Miller"
"My man looks like he can identify blood types by taste",2026-07-24 20:18:38.662,"Stephen Miller"
"My man looks like a puckered asshole",2026-07-24 20:26:25.106,"Stephen Miller"
"My man looks like an elf who wanted to become the dentist in Marathon Man",2026-07-24 20:28:57.009,"Stephen Miller"
"My man looks like he counts Oreo cookies as ""race mixing""",2026-07-24 20:29:27.407,"Stephen Miller"
"My man looks like he still uses ethnic slurs from the nineteenth century",2026-07-24 20:30:55.046,"Stephen Miller"
"My man looks like he's tricksy he is",2026-07-24 20:32:13.158,"Stephen Miller"
"My man looks like Barney Fife on HGH",2026-07-24 20:35:01.008,"Stephen Miller"
"My man looks like Tobias Fünke auditioning for Henchman #3",2026-07-24 20:35:51.976,"Stephen Miller"
"My man looks like the Oxford English Dictionary entry for fascist",2026-07-24 20:37:22.271,"Stephen Miller"
"My man looks like a Heritage Foundation intern in 1985",2026-07-30 15:45:45.38,"Stephen Miller"
"My man wrote a column about how he thought a fancy deli made his unenlightened moral inferiors nervous",2026-08-09 20:54:17.785,"Stephen Miller"
"My man looks like Mel Gibson headbutted a wasps' nest",2026-08-12 00:38:39.276,"Robert F. Kennedy, Jr."
"My man looks like Hoggle with a coke habit",2026-08-12 00:38:55.989,"Robert F. Kennedy, Jr."
"My man looks like they boiled a catcher's mitt",2026-08-12 00:39:13.78,"Robert F. Kennedy, Jr."
"My man looks like someone tried to draw Mark Ruffalo from memory",2026-08-12 00:39:31.688,"Robert F. Kennedy, Jr."
"My man looks like he works out in blue jeans and no shirt",2026-08-12 00:40:39.858,"Robert F. Kennedy, Jr."
"My man looks like someone left a head of cauliflower in a tanning bed",2026-08-12 00:41:18.589,"Robert F. Kennedy, Jr."
"My man looks like Olivia Coleman wished for a husband",2026-08-12 00:42:02.948,"Robert F. Kennedy, Jr."
"My man looks like his blood type is Turtle Wax",2026-08-12 00:42:23.972,"Robert F. Kennedy, Jr."
"My man looks like he cut the penis off a dead raccoon",2026-08-12 00:42:58.862,"Robert F. Kennedy, Jr."
"My man looks like J.D. Vance and a leather couch had a son",2026-08-12 00:44:17.102,"Robert F. Kennedy, Jr."
"My man looks like the clown you shoot a water gun into at a state fair",2026-08-12 00:44:45.567,"Robert F. Kennedy, Jr."
"My man looks like a gag gargoyle on the Disneyland castle",2026-08-12 00:45:17.598,"Robert F. Kennedy, Jr."
"My man looks like a sentient kielbasa",2026-08-12 00:45:47.435,"Robert F. Kennedy, Jr."
"My man looks like he put a dead bear in his trunk and drove to a steakhouse",2026-08-12 00:46:17.306,"Robert F. Kennedy, Jr."
"My man looks like he lost a screaming match with a park bench",2026-08-12 00:47:03.504,"Robert F. Kennedy, Jr."
"My man looks like he knows a shaman who works out of a Ford Focus",2026-08-12 00:47:51.405,"Robert F. Kennedy, Jr."
"My man looks like if you poked him with a fork, steam would hiss out like a sausage",2026-08-12 00:48:28.22,"Robert F. Kennedy, Jr."
"My man looks like the third head on a totem pole",2026-08-12 00:49:29.807,"Robert F. Kennedy, Jr."
"My man looks like he took part in an ayahuasca ceremony in a bungalow at the Beverly Hills Hotel",2026-08-12 00:52:05.668,"Robert F. Kennedy, Jr."
"My man looks like he shits cubes",2026-08-12 00:52:19.014,"Robert F. Kennedy, Jr."
"My man looks like he snorted cocaine off a toilet seat",2026-08-12 00:53:17.402,"Robert F. Kennedy, Jr."
"My man looks like he asked a plastic surgeon for ""the Full Klingon""",2026-08-12 00:54:22.289,"Robert F. Kennedy, Jr."
"My man looks like he's passionate about the healing power of strychnine",2026-08-12 00:57:22.688,"Robert F. Kennedy, Jr."
"My man looks like he organized a hunting party to catch and cook a chupacabra",2026-08-12 00:58:19.71,"Robert F. Kennedy, Jr."
"My man looks like suntans with a turkey baster and mason jar of melted butter",2026-08-12 00:59:31.667,"Robert F. Kennedy, Jr."
"My man looks like he's challenged a youth soccer referee to a duel",2026-08-12 01:00:13.378,"Robert F. Kennedy, Jr."
"My man looks like his plot for world domination has just been thwarted by Buckaroo Banzai",2026-08-12 01:01:47.371,"Robert F. Kennedy, Jr."
"My man looks like the Temu Toxic Avenger",2026-08-12 01:02:22.071,"Robert F. Kennedy, Jr."
"My man looks like a half-melted chocolate bunny",2026-08-12 01:03:59.697,"Robert F. Kennedy, Jr."
"My man looks like the giant stone head from Zardoz",2026-08-12 01:05:43.893,"Robert F. Kennedy, Jr."
"My man looks like a freshly-caught bass gasping for air in the boat",2026-08-12 01:06:08.675,"Robert F. Kennedy, Jr."
"My man looks like he's demanding sugar water",2026-08-12 01:06:31.087,"Robert F. Kennedy, Jr."
"My man looks like one of the California Raisins went to law school",2026-08-12 01:07:04.757,"Robert F. Kennedy, Jr."
"My man looks like he's telling me to step into a Slim Jim",2026-08-12 01:12:32.37,"Robert F. Kennedy, Jr."
"My man looks like he's made of peanut brittle",2026-08-12 01:12:47.127,"Robert F. Kennedy, Jr."
"My man looks like a doctor who prescribes Skittles",2026-08-12 01:13:05.344,"Robert F. Kennedy, Jr."
"My man looks like there's always an empty seat next to him on the bus",2026-08-12 01:18:14.12,"Robert F. Kennedy, Jr."
"My man looks like he showers with deck stain",2026-08-12 01:26:55.272,"Robert F. Kennedy, Jr."
"My man looks like a haunted oak tree",2026-08-12 01:27:24.415,"Robert F. Kennedy, Jr."
"My man looks like the pharmacy has a photo of him with the words DO NOT ENGAGE",2026-08-12 01:28:05.934,"Robert F. Kennedy, Jr."
"My man looks like they remade ""Cujo"" with a Shar-Pei",2026-08-12 01:31:42.762,"Robert F. Kennedy, Jr."
"My man looks like he tried to hack the head off a dead whale",2026-08-12 01:32:10.411,"Robert F. Kennedy, Jr."
"My man looks like the Predator took its mask off",2026-08-12 01:40:56.638,"Robert F. Kennedy, Jr."
"My man looks like someone sculpted Thanos out of pudding",2026-08-12 01:42:18.115,"Robert F. Kennedy, Jr."
"My man looks like he's just betrayed Dr. Zaius",2026-08-12 01:42:57.648,"Robert F. Kennedy, Jr."
"My man looks like he gargles colloidal silver",2026-08-12 01:43:56.674,"Robert F. Kennedy, Jr."
"My man looks like he has an entire pantry reserved for ""my tonics""",2026-08-12 01:44:18.552,"Robert F. Kennedy, Jr."
"My man looks like his urine is the color of Worcestershire sauce",2026-08-12 01:45:39.366,"Robert F. Kennedy, Jr."
"My man looks like his skin is as smooth as sandpaper",2026-08-12 01:46:06.48,"Robert F. Kennedy, Jr."
"My man looks like he's told a zookeeper which of the monkeys is autistic",2026-08-12 01:46:55.048,"Robert F. Kennedy, Jr."
"My man looks like he's been frog-marched out of an annual meeting of the American Medical Association",2026-08-12 01:47:59.301,"Robert F. Kennedy, Jr."
"My man looks like he smells of elderberries",2026-08-12 01:49:30.912,"Robert F. Kennedy, Jr."
"My man looks like he keeps talking about his experiences in ""Med school"" but it was just a semester abroad in Corsica",2026-08-12 01:50:13.255,"Robert F. Kennedy, Jr."
"My man looks like they shaved a gorilla",2026-08-12 01:51:37.271,"Robert F. Kennedy, Jr."
"My man looks like someone tried to whittle a Teddy Ruxpin",2026-08-12 01:52:45.07,"Robert F. Kennedy, Jr."
"My man looks like Lou Ferrigno right before he's tased",2026-08-12 01:56:30.146,"Robert F. Kennedy, Jr."
"My man looks like Lou Ferrigno right after he's tased",2026-08-12 01:56:45.141,"Robert F. Kennedy, Jr."
"My man looks like someone carved a voodoo doll",2026-08-12 01:57:54.51,"Robert F. Kennedy, Jr."
"My man looks like the NYPD fished his body out of the East River",2026-08-12 02:07:24.163,"Robert F. Kennedy, Jr."
"My man looks like the mascot for a discount cigar store",2026-08-12 02:13:32.731,"Robert F. Kennedy, Jr."
"My man looks like he injects beef tallow",2026-08-12 02:16:54.268,"Robert F. Kennedy, Jr."
"My man looks like he claims to be a licensed alchemist",2026-08-12 02:17:28.054,"Robert F. Kennedy, Jr."
"My man looks like he sleeps in a walk-in humidor",2026-08-12 02:17:47.551,"Robert F. Kennedy, Jr."
"My man looks like the Carfox mascot has anger issues",2026-08-12 02:28:20.42,"Robert F. Kennedy, Jr."
"My man looks like he singlehandedly brought back the measles",2026-08-12 02:28:43.272,"Robert F. Kennedy, Jr."
"My man looks like a rabid chipmunk",2026-08-12 02:29:40.228,"Robert F. Kennedy, Jr."
"My man looks like they microwaved Joe Piscopo",2026-08-12 14:01:25.188,"Robert F. Kennedy, Jr."
"My man looks like a boot becoming a human face, forever.",2026-08-12 14:02:46.162,"Robert F. Kennedy, Jr."
"My man looks like Frank Oz has a hand up his back",2026-08-12 14:03:08.281,"Robert F. Kennedy, Jr."
"My man looks like he set the tanning bed to ""broil""",2026-08-12 14:03:52.557,"Robert F. Kennedy, Jr."
"My man looks like he's asked if he can taste your baby",2026-08-12 14:06:42.956,"Robert F. Kennedy, Jr."
"My man looks like his LinkedIn profile lists his profession as ""free thinker""",2026-08-12 14:07:17.644,"Robert F. Kennedy, Jr."
"My man looks like he insists a worm ate part of his brain and then died",2026-08-12 14:08:29.089,"Robert F. Kennedy, Jr."
"My man looks like they deep-fried Jeremy Allen White",2026-08-12 14:26:13.199,"Robert F. Kennedy, Jr."
"My man looks like a snowman made of liverwurst",2026-08-12 14:26:40.138,"Robert F. Kennedy, Jr."
"My man looks like Ben Stiller turning into the Hulk",2026-08-12 14:28:27.199,"Robert F. Kennedy, Jr."
"My man looks like a deranged Serrano ham",2026-08-12 14:29:55.2,"Robert F. Kennedy, Jr."
"My man looks like the patron saint of bacon",2026-08-12 14:30:45.131,"Robert F. Kennedy, Jr."
"My man looks like the animatronic bear at a Chuck E. Cheese",2026-08-12 14:31:59.503,"Robert F. Kennedy, Jr."
"My man looks like his obituary will include the phrase ""diarrhea lettuce""",2026-08-12 14:32:43.985,"Robert F. Kennedy, Jr."
"My man looks like the human equivalent of creme brûlée",2026-08-12 14:35:59.679,"Robert F. Kennedy, Jr."
"My man looks like he's yelling ""feed me, Seymour!""",2026-08-12 16:02:16.276,"Robert F. Kennedy, Jr."
"My man looks like he's vowed to get revenge on the surface dwellers",2026-08-12 16:02:37.155,"Robert F. Kennedy, Jr."
"My man looks like the Kennedy from the Black Lagoon",2026-08-12 16:07:27.978,"Robert F. Kennedy, Jr."
"My man looks like he's about to swallow Jonah",2026-08-12 16:07:44.349,"Robert F. Kennedy, Jr."
"My man looks like he's been cast in a gritty reboot of The Gingerbread Man",2026-08-12 16:08:21.33,"Robert F. Kennedy, Jr."
"My man looks like someone put googly eyes on a walnut",2026-08-12 16:17:19.359,"Robert F. Kennedy, Jr."
"My man looks like he's Aaron Rodgers' ""in case of emergency"" contact",2026-08-12 16:18:04.485,"Robert F. Kennedy, Jr."
"My man looks like Baloo from the Jungle Book got rabies",2026-08-12 16:20:26.652,"Robert F. Kennedy, Jr."
"My man looks like he dunked his head in a KFC fryer",2026-08-12 16:21:25.74,"Robert F. Kennedy, Jr."
"My man looks like someone Olivia Nuzzi would fall hard for",2026-08-12 16:22:21.929,"Robert F. Kennedy, Jr."
"My man looks like he blamed a surge in avian flu on Big Bird",2026-08-12 16:23:00.337,"Robert F. Kennedy, Jr."
"My man looks like a cartoon termite in a pest control ad",2026-08-12 16:24:22.234,"Robert F. Kennedy, Jr."
"My man looks like Clint Eastwood just said ""right turn, Clyde""",2026-08-12 16:25:12.225,"Robert F. Kennedy, Jr."
"My man looks like he carries business cards that identify him as an illusionist",2026-08-12 16:26:51.483,"Robert F. Kennedy, Jr."
"My man looks like he's about to lose an arm in the Star Wars cantina",2026-08-12 16:36:54.244,"Robert F. Kennedy, Jr."
"My man looks like if Heath Ledger had played the Joker in blackface",2026-08-12 16:42:21.084,"Robert F. Kennedy, Jr."
"My man looks like his understanding of ""farm to table"" has zero intermediate steps",2026-08-12 16:53:19.825,"Robert F. Kennedy, Jr."
"My man looks like John C. Reilly playing Roy Cohn",2026-08-12 19:29:28.805,"Robert F. Kennedy, Jr."
"My man looks like when he enters a pool he leaves an oil slick on the surface",2026-08-12 19:29:59.352,"Robert F. Kennedy, Jr."
"My man looks like Ray Not So Wise",2026-08-12 19:31:10.771,"Robert F. Kennedy, Jr."
"My man looks like he's accusing a houseplant of insubordination",2026-08-12 19:33:20.918,"Robert F. Kennedy, Jr."
"My man looks like he's shouted ""shame!"" at a children's cartoon",2026-08-12 19:34:05.237,"Robert F. Kennedy, Jr."
"My man looks like a totem carved to scare off trespassers",2026-08-12 19:36:00.506,"Robert F. Kennedy, Jr."
"My man looks like a thumb with a very pronounced fingerprint",2026-08-12 19:36:44.51,"Robert F. Kennedy, Jr."
"My man looks like his skin would be better described as bark",2026-08-12 19:37:24.586,"Robert F. Kennedy, Jr."
"My man looks like he runs a medicine show shut down by the sheriff",2026-08-12 19:37:59.622,"Robert F. Kennedy, Jr."
"My man looks like Bizarro Tom Hanks",2026-08-12 20:46:59.508,"Robert F. Kennedy, Jr."
"My man looks like a bridge troll whose riddles are all about vaccines",2026-08-12 22:03:53.806,"Robert F. Kennedy, Jr."
"My man looks like a golem made of expired lunch meat",2026-08-12 22:04:18.309,"Robert F. Kennedy, Jr."
"My man looks like Bilbo Baggins refusing to give up the ring",2026-08-12 22:04:46.15,"Robert F. Kennedy, Jr."
"My man looks like a scarecrow made of wet cardboard",2026-08-12 22:05:12.057,"Robert F. Kennedy, Jr."
"My man looks like Frankfurter's Monster",2026-08-12 22:05:27.065,"Robert F. Kennedy, Jr."
"My man looks like Tony Blair was blasted with gamma radiation",2026-08-12 22:57:17.868,"Robert F. Kennedy, Jr."
"My man looks like he has a loose assortment of pills in his suit pocket",2026-08-12 22:57:53.688,"Robert F. Kennedy, Jr."
"My man looks like the poop emoji",2026-08-12 22:58:29.991,"Robert F. Kennedy, Jr."
"My man looks like a Rodent Of Unusual Size",2026-08-12 22:59:47.468,"Robert F. Kennedy, Jr."
"My man looks like his entire house is covered in newspaper clippings and yarn",2026-08-13 00:14:47.441,"Robert F. Kennedy, Jr."
"My man looks like the local talk radio station has blocked his number for the call-in line",2026-08-13 00:15:14.652,"Robert F. Kennedy, Jr."
"My man looks like he constantly smells like fresh mulch",2026-08-13 00:15:29.691,"Robert F. Kennedy, Jr."
"My man looks like Sam Neill in Event Horizon",2026-08-13 00:16:30.799,"Robert F. Kennedy, Jr."
"My man looks like he buys sauerkraut in bulk",2026-08-13 00:16:48.283,"Robert F. Kennedy, Jr."
"My man looks like a lobbyist for gout",2026-08-13 00:17:02.202,"Robert F. Kennedy, Jr."
"My man looks like he might burp out a cigarette butt",2026-08-13 00:17:19.266,"Robert F. Kennedy, Jr."
"My man looks like he was cast as Solomon Grundy in a live action Legion of Doom movie",2026-08-13 00:18:07.757,"Robert F. Kennedy, Jr."
"My man looks like the flames went out on Heat Miser's head",2026-08-13 00:18:47.57,"Robert F. Kennedy, Jr."
"My man looks like a scarecrow made out of scrapple",2026-08-13 00:20:59.746,"Robert F. Kennedy, Jr."
"My man looks like the celebrity spokesperson for rickets",2026-08-13 01:45:52.186,"Robert F. Kennedy, Jr."
"My man looks like Gary Busey had a court appearance",2026-08-13 01:46:13.322,"Robert F. Kennedy, Jr."
"My man looks like he's asked a child to start his car's ignition breathalyzer",2026-08-13 01:48:57.066,"Robert F. Kennedy, Jr."
"My man looks like he's on a strict diet of tomato juice and menthols",2026-08-13 01:49:47.79,"Robert F. Kennedy, Jr."
"My man looks like Ray Liotta after ""the scalding incident""",2026-08-13 01:50:46.495,"Robert F. Kennedy, Jr."
"My man looks like his Zodiac sign is Bullfrog",2026-08-13 01:54:23.161,"Robert F. Kennedy, Jr."
"My man looks like he can unhinge his jaw",2026-08-13 01:55:27.71,"Robert F. Kennedy, Jr."
"My man looks like Goya painted him devouring his son",2026-08-13 01:56:58.465,"Robert F. Kennedy, Jr."
"My man looks like the Dick Tracy villain Pruneface got a makeover",2026-08-13 01:57:36.284,"Robert F. Kennedy, Jr."
"My man looks like one of the Garbage Pail Kids ran for office",2026-08-13 01:59:25.488,"Robert F. Kennedy, Jr."
"My man looks like Mr. Potato went to Lens Crafters",2026-08-17 22:05:20.921,"Steven Cheung"
"My man looks like an infected thumb",2026-08-17 22:05:50.795,"Steven Cheung"
"My man looks like Beldar Conehead was indicted for tax fraud",2026-08-17 22:06:12.931,"Steven Cheung"
"My man looks like an enforcer for the Egg Council",2026-08-17 22:07:23.084,"Steven Cheung"
"My man looks like a character from the Extended Norbit Universe",2026-08-17 22:09:33.627,"Steven Cheung"
"My man looks like Mr. Clean really let himself go",2026-08-17 22:10:50.505,"Steven Cheung"
"My man looks like a blobfish making a Ted Talk",2026-08-17 22:13:06.566,"Steven Cheung"
"My man looks like he's caddying for Auric Goldfinger",2026-08-17 22:13:46.218,"Steven Cheung"
"My man looks like he put his local Golden Corral out of business",2026-08-17 22:14:33.839,"Steven Cheung"
"My man looks like the Stay Puft marshmallow man apologizing for the recent rampage",2026-08-17 22:16:12.993,"Steven Cheung"
"My man looks like the mascot for Idaho Potatoes",2026-08-17 22:18:26.381,"Steven Cheung"
"My man looks like Wilson Fisk doing his taxes",2026-08-17 22:20:31.703,"Steven Cheung"
"My man looks like Rutabaga the Hutt",2026-08-17 22:22:10.808,"Steven Cheung"
